"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.495813132E0	-2.375724912E-2	-3.049981594E-2	2.870559692E-3	3.876707070E-2
1.500879050E0	1.683361828E-2	-1.606829464E-2	-5.476951599E-3	2.390727496E-2
1.505944968E0	1.560168341E-2	6.565362215E-3	-2.679824829E-2	3.169641332E-2
1.511010886E0	-3.432102501E-3	-3.001317382E-3	-9.944915771E-3	1.094022775E-2
1.516076804E0	2.760433033E-2	2.960905433E-3	-2.173995972E-2	3.526176204E-2
1.521142722E0	-7.028475404E-3	5.302175879E-3	-1.205635071E-2	1.492876847E-2
1.526208640E0	-1.156681031E-2	2.309505641E-2	-2.263736725E-2	3.434564205E-2
1.531305076E0	-1.484816149E-2	4.006788135E-3	3.690052032E-2	3.997712660E-2
1.536370994E0	-1.344042271E-2	-2.328200638E-2	2.169609070E-3	2.697042802E-2
1.541436912E0	-4.985418171E-3	5.395352840E-3	-3.780364990E-3	8.261681794E-3
1.546502830E0	-2.479601651E-3	2.433086932E-2	8.114814758E-3	2.576800040E-2
1.551599265E0	-4.693370312E-3	-1.025404036E-2	1.517581940E-2	1.890710351E-2
1.556665183E0	-1.514501497E-2	-1.848559082E-2	1.624584198E-2	2.889664216E-2
1.561731101E0	-1.127178594E-2	5.245864391E-3	-1.238536835E-2	1.754906267E-2
1.566797019E0	-7.414609194E-3	2.067847550E-2	-2.653408051E-2	3.444754283E-2
1.571893455E0	-1.083584130E-2	-2.580621839E-2	-1.443481445E-2	3.149190741E-2
1.576959373E0	-2.387123182E-2	-4.226699471E-2	-2.024841309E-2	5.259593885E-2
1.582025291E0	1.776137948E-2	-1.710626483E-2	-3.467559814E-3	2.490210570E-2
1.587091209E0	-3.143437207E-4	-1.940089464E-2	1.153945923E-4	1.940378419E-2
1.592157127E0	5.567915738E-3	-1.331713796E-2	2.980136871E-2	3.311297972E-2
1.597223045E0	1.019062102E-2	5.686089396E-3	4.023265839E-2	4.189089603E-2
1.602288963E0	-1.963452622E-2	8.260756731E-4	1.970958710E-2	2.783280159E-2
1.607354881E0	2.081697062E-2	-9.924829006E-3	-2.081298828E-2	3.106491554E-2
1.612420798E0	7.569938898E-3	-1.233108342E-2	-5.223274231E-3	1.538317870E-2
1.617517234E0	-7.978677750E-3	-1.811762154E-2	2.569007874E-2	3.243281755E-2
1.622583152E0	2.704743296E-3	-2.505157888E-2	-1.844978333E-2	3.122966131E-2
1.627679588E0	-3.280676901E-3	4.716545343E-3	-1.668930054E-3	5.982806067E-3
1.632714988E0	3.909178078E-3	-1.865029335E-4	2.683639526E-2	2.712026120E-2
1.637811423E0	-3.058157861E-3	1.157961786E-2	1.948356628E-2	2.287026966E-2
1.642877341E0	3.052275628E-3	-3.621564806E-2	3.883361816E-3	3.655092406E-2
1.647943259E0	1.147558540E-2	-1.941283047E-2	-1.276588440E-2	2.591360360E-2
1.653009177E0	9.420737624E-4	-1.332940161E-2	-1.860523224E-2	2.290666097E-2
1.658075095E0	7.108695805E-3	-3.232161701E-2	7.665634155E-3	3.397031688E-2
1.663141013E0	2.494908124E-2	-2.390956879E-2	4.873275757E-4	3.455953736E-2
1.668206931E0	-1.672059670E-2	-5.910336971E-3	-4.226398468E-2	4.583399217E-2
1.673272849E0	1.906030253E-2	-1.304960251E-2	-1.817131042E-2	2.939019872E-2
1.678338767E0	8.307144046E-3	-1.124039292E-3	-9.698867798E-3	1.281952195E-2
1.683404685E0	-8.339785039E-3	-3.603637218E-3	-2.862548828E-2	3.003259554E-2
1.688470603E0	1.217424870E-3	-4.399119318E-2	2.266597748E-2	4.950205789E-2
1.693536521E0	-1.423976570E-2	-2.583996952E-2	-1.264572144E-3	2.953090067E-2
1.698602439E0	-7.061198354E-3	-1.030343771E-2	2.366447449E-2	2.675871267E-2
1.703668357E0	-1.884605363E-2	-2.338902652E-2	9.226799011E-3	3.142219151E-2
1.708764793E0	1.334364340E-2	-1.370102167E-2	-8.660316467E-3	2.099456823E-2
1.713830711E0	-1.126397401E-3	-6.572693586E-3	3.287315369E-3	7.434750461E-3
1.718896629E0	-3.663338721E-3	-1.133054495E-2	-2.761077881E-2	3.006919363E-2
1.723962547E0	-2.156052366E-2	-2.678368986E-2	5.860328674E-3	3.487930153E-2
1.729028464E0	-1.426880807E-2	-1.711934805E-2	-1.363754272E-4	2.228653314E-2
1.734094382E0	-4.727277905E-3	-1.110681891E-2	-2.268314362E-2	2.569501094E-2
1.739190818E0	-7.114812732E-3	1.859697700E-2	1.192855835E-2	2.321117442E-2
1.744256736E0	7.323734462E-3	-1.954813302E-2	7.078170776E-3	2.204239307E-2
1.749322654E0	-1.008830965E-3	-2.301758528E-2	-2.147483826E-2	3.149596244E-2
1.754388572E0	1.412071288E-3	-1.333284378E-2	-2.129554749E-2	2.516463811E-2
1.759454490E0	-9.194020182E-3	2.119298279E-2	-1.399135590E-2	2.700797228E-2
1.764550925E0	-1.858412847E-2	1.032386720E-2	-4.354763031E-2	4.845975826E-2
1.769616843E0	2.920553088E-3	-7.581606507E-3	7.854461670E-3	1.130057325E-2
1.774682761E0	-2.561159804E-2	-2.725049853E-3	-2.663421631E-2	3.705079391E-2
1.779748679E0	-1.723725349E-3	3.271520138E-3	-2.878665924E-2	2.902319457E-2
1.784814597E0	1.123147458E-2	5.610182881E-3	2.486705780E-2	2.785661029E-2
1.789880515E0	-1.034574956E-2	8.023679256E-4	1.160049438E-2	1.556437593E-2
1.794946433E0	8.664675057E-3	-2.300736308E-2	-3.240966797E-2	4.067925672E-2
1.800012351E0	2.170130610E-4	-1.682642102E-2	8.217811584E-3	1.872719857E-2
1.805108787E0	-1.398772374E-2	1.540510356E-2	1.527690887E-2	2.581390276E-2
1.810174705E0	7.478654385E-3	-1.802875102E-2	1.395320892E-2	2.399287756E-2
1.815240623E0	-3.281552345E-3	-3.455455601E-2	-1.703262329E-2	3.866388733E-2
1.820306541E0	-8.406266570E-4	-2.359363437E-2	-2.162647247E-2	3.201672293E-2
1.825372459E0	-7.974479347E-3	2.310127020E-4	3.472328186E-3	8.700732772E-3
1.830468894E0	-7.870975882E-3	-2.589790523E-2	4.638671875E-3	2.746217459E-2
1.835534812E0	-1.127162576E-2	-6.666928530E-4	-1.487731934E-4	1.129230535E-2
1.840600730E0	-3.250673413E-2	-1.383301616E-2	-2.746200562E-2	4.474597024E-2
1.845666648E0	-3.824096173E-3	-1.846368611E-2	9.566307068E-3	2.114345400E-2
1.850732566E0	8.175794035E-3	-7.636845112E-3	1.898956299E-2	2.204015685E-2
1.855798484E0	1.052015647E-2	-5.207270384E-3	-1.592636108E-4	1.173945152E-2
1.860864402E0	-1.564898714E-2	1.020911336E-2	-3.458309174E-2	3.930784945E-2
1.865930320E0	-3.457697108E-2	1.242351532E-2	-3.549194336E-2	5.108413360E-2
1.871026756E0	-1.170898229E-2	8.650764823E-3	2.797126770E-3	1.482430155E-2
1.876092673E0	5.053974688E-3	-1.284846663E-2	8.704185486E-3	1.632141538E-2
1.881158591E0	2.569105476E-3	3.760084510E-3	-1.393222809E-2	1.465760956E-2
1.886224509E0	1.439594477E-2	-8.195951581E-3	1.230049133E-2	2.063295750E-2
1.891290427E0	8.381202817E-3	-3.386050463E-3	3.890991211E-3	9.841225076E-3
1.896356345E0	-8.369155228E-3	9.691029787E-3	4.422855377E-2	4.604480195E-2
1.901422263E0	-7.186233997E-3	1.174807549E-3	-6.961822510E-5	7.281962547E-3
1.906518699E0	7.161375135E-3	-4.048459232E-2	1.109123230E-3	4.112806418E-2
1.911584617E0	-5.971852690E-3	-2.127030492E-2	2.292633057E-3	2.221137236E-2
1.916681052E0	1.062495261E-2	-1.645545661E-2	-1.435852051E-2	2.428659675E-2
1.921746970E0	5.667317659E-3	-4.839199781E-2	-4.391288757E-2	6.559150583E-2
1.926812888E0	9.161077440E-3	-8.874431252E-3	-1.625061035E-2	2.065824791E-2
1.931878806E0	6.709255278E-3	1.265919209E-2	-1.373767853E-2	1.984925847E-2
1.936944724E0	5.494769663E-3	1.384289563E-2	3.150081635E-2	3.484422023E-2
1.942010642E0	-4.120774567E-3	-2.663804591E-2	6.803703308E-2	7.318199330E-2
1.947076560E0	-3.615128621E-2	1.263155043E-2	-7.328033447E-3	3.898937850E-2
1.952142478E0	5.634345114E-3	8.806258440E-3	-3.576374054E-2	3.726045048E-2
1.957208396E0	-1.657363027E-3	-9.086802602E-3	-1.172542572E-2	1.492656833E-2
1.962304832E0	5.468409508E-3	-7.825478911E-3	1.330947876E-2	1.637937263E-2
1.967370750E0	-7.598936558E-3	-1.376849413E-2	-2.004623413E-2	2.547875135E-2
1.972436668E0	-9.978365153E-3	2.670791745E-2	-1.512908936E-2	3.227646155E-2
1.977502586E0	-4.574395716E-4	-1.037649810E-2	6.361007690E-3	1.217962983E-2
1.982568504E0	5.411989987E-3	-5.600199103E-3	-1.981067657E-2	2.128649271E-2
1.987634422E0	1.010217145E-2	-1.274180412E-2	-1.489543915E-2	2.205179239E-2
1.992700339E0	2.978477627E-3	1.593723893E-3	-1.596641541E-2	1.631985618E-2
1.997766257E0	1.129883528E-2	8.697479963E-3	-9.886741638E-3	1.735100852E-2
2.002862693E0	-1.130331308E-2	-2.120018005E-3	-2.693176270E-3	1.181154356E-2
2.007928611E0	-1.354906708E-2	8.622840047E-3	-2.669334412E-3	1.628053855E-2
2.012994529E0	-3.013180196E-2	-2.038151026E-3	-7.381439209E-3	3.108963161E-2
2.018060447E0	8.183084428E-4	-1.276560128E-2	-7.321357727E-3	1.473880876E-2
2.023126365E0	-1.717016473E-2	-5.593284965E-3	1.765918732E-2	2.525759867E-2
2.028192283E0	-3.138479590E-2	1.348578930E-2	9.204864502E-3	3.537797984E-2
2.033288718E0	-5.072437227E-3	-1.750491560E-2	-1.555442810E-3	1.829128458E-2
2.038354636E0	8.354522288E-4	-1.148894429E-2	1.031875610E-2	1.546513980E-2
2.043451072E0	-1.234968007E-2	2.643725276E-2	-2.829551697E-3	2.931636563E-2
2.048516990E0	-9.938184172E-3	-1.259744167E-3	-3.990173340E-3	1.078313235E-2
2.053582908E0	-2.794347703E-3	7.011651993E-3	-2.779006958E-3	8.043290522E-3
2.058648826E0	3.876324743E-2	-8.542105556E-3	-1.461982727E-2	4.230007409E-2
2.063714744E0	-1.969005540E-2	1.288542151E-2	-2.635002136E-3	2.367858960E-2
2.068780662E0	-1.237728447E-2	6.888478994E-3	-7.348060608E-3	1.595751573E-2
2.073846580E0	2.015575767E-3	2.018466592E-3	-1.203918457E-2	1.237249846E-2
2.078912498E0	1.504132897E-2	1.385533810E-2	1.298332214E-2	2.422351388E-2
2.083978416E0	-4.208192229E-3	7.746994495E-3	1.762485504E-2	1.970685974E-2
2.089044334E0	5.366362631E-3	-3.857831657E-2	3.291320801E-2	5.099376058E-2
2.094110252E0	-1.821406186E-3	-1.199457049E-2	-1.603698730E-2	2.010900802E-2
2.099206687E0	1.356055215E-2	-8.333116770E-3	-5.032920837E-2	5.278596997E-2
2.104272605E0	2.678968012E-4	-1.194733381E-2	-2.429962158E-3	1.219488704E-2
2.109338523E0	-2.349081263E-2	-1.669724286E-2	-9.524345398E-3	3.035340759E-2
2.114404441E0	-4.230130464E-2	-3.457233310E-3	1.192188263E-2	4.408496480E-2
2.119470359E0	-1.234274358E-2	1.180022955E-4	-3.091049194E-2	3.328386630E-2
2.124536277E0	9.058900177E-3	1.084221900E-2	-9.285926819E-3	1.690697554E-2
2.129632713E0	1.129269972E-2	1.435008645E-2	6.226539612E-3	1.929299986E-2
2.134698631E0	-7.857579738E-3	-4.665896297E-3	4.297637939E-2	4.393724313E-2
2.139764548E0	7.575083524E-3	-1.294378936E-2	5.817413330E-3	1.608620127E-2
2.144830466E0	-3.658578917E-2	-1.166518033E-2	-1.561260223E-2	4.145298240E-2
2.149926902E0	-5.479861051E-3	-2.710083127E-2	-5.149841309E-5	2.764935053E-2
2.154992820E0	-1.850884408E-2	-9.193241596E-3	4.697799683E-3	2.119344998E-2
2.160058738E0	4.086706787E-3	-5.606621504E-3	-1.195812225E-2	1.382505208E-2
2.165124656E0	8.671104908E-3	-1.630432904E-2	-2.254295349E-2	2.914110427E-2
2.170190574E0	-9.365465492E-3	7.563337684E-3	1.206874847E-2	1.704613477E-2
2.175256492E0	-3.524243832E-3	1.099452376E-2	1.909351349E-2	2.231282377E-2
2.180322410E0	1.785494015E-2	7.285684347E-3	1.536273956E-2	2.465550346E-2
2.185388328E0	-7.181029767E-3	-2.390533686E-3	1.405239105E-2	1.596093776E-2
2.190454246E0	-9.512905031E-3	-2.601811290E-2	6.810188293E-3	2.852746441E-2
2.195550681E0	-1.187457889E-2	-3.250032663E-3	1.625537872E-2	2.039131368E-2
2.200616599E0	3.591556102E-3	2.647370100E-3	-1.119422913E-2	1.205066842E-2
2.205682517E0	-5.954898894E-3	-1.039147377E-2	-2.296352386E-2	2.589916941E-2
2.210748435E0	-2.248298377E-2	1.652121544E-3	-1.090717316E-2	2.504357185E-2
2.215814353E0	8.540615439E-3	-4.406064749E-3	3.073215485E-2	3.219970280E-2
2.220880271E0	8.555829525E-3	-1.036199927E-2	2.809906006E-2	3.114691677E-2
2.225946189E0	6.056912243E-3	2.825215459E-3	7.695198059E-3	1.019235505E-2
2.231042625E0	1.240067184E-3	-6.866291165E-3	-1.493358612E-2	1.648319494E-2
2.236108543E0	-1.316558570E-3	-6.922125816E-3	-1.481151581E-2	1.640213867E-2
2.241174461E0	3.327995539E-3	-1.037833095E-2	2.923870087E-2	3.120395706E-2
2.246240379E0	-1.219998673E-2	-9.069532156E-3	5.254745483E-3	1.608441605E-2
2.251336814E0	-2.047307789E-2	-2.799372375E-2	2.064418793E-2	4.036059939E-2
2.256402732E0	-1.325549558E-2	-4.132419825E-3	-5.647659302E-3	1.498936664E-2
2.261468650E0	-4.853818566E-3	2.438536286E-2	-3.053760529E-2	3.937957355E-2
2.266534568E0	-1.431806013E-2	-9.071335196E-3	2.313137054E-2	2.867675490E-2
2.271600486E0	4.724368453E-3	-1.250940561E-2	1.225662231E-2	1.813917519E-2
2.276666404E0	-2.975332737E-2	-6.554573774E-4	-1.634120941E-2	3.395180760E-2
2.281732322E0	1.083573326E-2	4.839003086E-4	-9.078979492E-3	1.414479210E-2
2.286798240E0	3.567587584E-3	-2.094750106E-2	2.873420715E-3	2.144252850E-2
2.291864158E0	-1.191245764E-2	-1.367059350E-2	-3.395080566E-2	3.848959572E-2
2.296991111E0	-1.182831451E-2	-1.010024548E-2	-2.298736572E-2	2.775505298E-2
2.302057029E0	-1.299222931E-2	-2.898588777E-3	1.280784607E-2	1.847270311E-2
2.307122947E0	1.559174806E-2	-2.662526071E-2	3.213882446E-3	3.102154341E-2
2.312188865E0	-1.427950710E-2	-1.697690785E-2	1.989364624E-3	2.227279270E-2
2.317254783E0	-2.258663252E-2	1.515208185E-2	-1.819992065E-2	3.272581038E-2
2.322351218E0	2.857530862E-2	9.084209800E-3	-2.042484283E-2	3.628009558E-2
2.327417136E0	-5.353352055E-2	-1.241886616E-2	-3.641128540E-3	5.507561962E-2
2.332483054E0	-2.570356429E-2	6.613761187E-3	2.250576019E-2	3.479833755E-2
2.337548972E0	-1.357421279E-2	1.346957684E-2	-4.983901978E-3	1.976178210E-2
2.342614890E0	2.936031297E-2	-2.232424915E-2	4.544258118E-3	3.716248592E-2
2.347680808E0	-2.896331251E-3	-1.037316024E-2	-2.754402161E-2	2.957472425E-2
2.352746726E0	-2.301988378E-2	-2.092942595E-3	-1.900863647E-2	2.992697310E-2
2.357843162E0	-1.373063773E-3	-2.112756670E-2	-5.792617798E-3	2.195025739E-2
2.362909080E0	2.246628702E-2	1.637116075E-3	-2.187728882E-3	2.263184392E-2
2.367974998E0	-9.888578206E-3	7.612466812E-3	-1.758861542E-2	2.156601545E-2
2.373040916E0	-3.694854677E-4	-1.389347017E-2	2.884387970E-2	3.201772055E-2
2.378106834E0	-3.012064472E-2	-2.214646339E-2	-4.627227783E-3	3.767134609E-2
2.383172752E0	9.340047836E-4	3.016844392E-3	-2.359294891E-2	2.380338114E-2
2.388269187E0	3.410293534E-2	1.604074240E-2	3.358840942E-2	5.048263923E-2
2.393335105E0	1.481359825E-2	8.718565106E-3	-1.537132263E-2	2.305935016E-2
2.398401023E0	1.668374985E-3	2.652809024E-3	2.393150330E-2	2.413581821E-2
2.403466941E0	3.965247422E-3	-3.362625837E-3	2.967643738E-2	3.012841475E-2
2.408532859E0	-1.518868655E-2	-2.216279507E-3	1.517295837E-2	2.158302017E-2
2.413598777E0	-1.868402585E-2	-1.639463007E-2	-8.693695068E-3	2.633357270E-2
2.418695213E0	7.523592561E-3	-7.960766554E-3	-2.048492432E-2	2.322951513E-2
2.423761131E0	-1.953177154E-3	-1.395443082E-2	-3.337478638E-2	3.622730194E-2
2.428827048E0	-7.046796381E-4	-1.977948844E-2	-1.173114777E-2	2.300748931E-2
2.433892966E0	1.352400705E-2	1.599569619E-2	3.801345825E-3	2.128875979E-2
2.438958884E0	-3.419060260E-2	-1.744307578E-2	-2.179145813E-3	3.844485499E-2
2.444024802E0	-1.487866044E-2	-1.493178308E-2	9.716987610E-3	2.321104329E-2
2.449090720E0	-6.447222084E-3	-8.989021182E-3	1.306533813E-4	1.106283168E-2
2.454187156E0	2.321215346E-2	-1.367500424E-2	8.451461792E-3	2.823538588E-2
2.459253074E0	1.231862977E-2	-4.599690437E-4	5.912780762E-5	1.232735605E-2
2.464318992E0	-1.624006778E-2	-2.774626017E-3	1.193809509E-2	2.034592012E-2
2.469384910E0	-1.880813390E-3	-8.707970381E-3	1.064300537E-2	1.387947299E-2
2.474450828E0	-3.037295118E-2	4.361689091E-3	-1.912021637E-2	3.615415839E-2
2.479516746E0	1.034103334E-2	-1.354631782E-2	-1.183509827E-2	2.074871678E-2
2.484613181E0	-8.698299527E-3	-5.224972963E-3	-5.806922913E-3	1.169106970E-2
2.489679099E0	-1.453572512E-2	-2.067719400E-2	-1.881790161E-2	3.151106278E-2
2.494745017E0	1.160025597E-3	-2.649798989E-2	-9.159088135E-3	2.806025701E-2
2.499810935E0	4.810012877E-3	4.618257284E-3	-7.901191711E-3	1.033892425E-2
2.504876853E0	5.541741848E-5	1.051676273E-2	-1.903533936E-3	1.068778793E-2
2.509942771E0	-3.665658832E-2	-1.333728433E-2	4.882812500E-4	3.901060162E-2
2.515039207E0	-2.915124223E-2	4.522159696E-3	1.948833466E-2	3.535590530E-2
2.520105125E0	2.048801631E-3	-2.044706047E-2	8.643150330E-3	2.229313611E-2
2.525171043E0	2.225524187E-2	-1.197935641E-2	1.443862915E-3	2.531571668E-2
2.530236961E0	-1.712206751E-2	-9.513363242E-3	-1.519775391E-2	2.479195434E-2
2.535302879E0	8.662641048E-4	-1.775085926E-2	2.648067474E-2	3.189152792E-2
2.540368797E0	9.253796190E-3	-2.355916798E-2	4.894256592E-3	2.578024219E-2
2.545434714E0	-9.620293975E-3	-5.562871695E-3	2.478599548E-3	1.138591469E-2
2.550531150E0	-2.968979254E-2	-5.063347518E-2	-1.771259308E-2	6.131042769E-2
2.555597068E0	-7.987920195E-3	-2.653150260E-2	-1.520538330E-2	3.160587257E-2
2.560662986E0	-1.020621508E-2	-1.801335812E-2	1.578998566E-2	2.603788670E-2
2.565728904E0	-3.009103239E-3	-8.370324969E-3	2.160549164E-2	2.336480925E-2
2.570794822E0	-1.838369668E-2	2.018302679E-2	7.171630859E-3	2.822671010E-2
2.575860740E0	9.117808193E-3	5.699574947E-3	1.423835754E-2	1.784237670E-2
2.580957175E0	1.624282449E-2	3.370776772E-3	1.412296295E-2	2.178645373E-2
2.586023093E0	-2.848129719E-3	-2.762351930E-2	-1.448917389E-2	3.132262475E-2
2.591089011E0	1.619928703E-2	-1.559092104E-2	-3.098392487E-2	3.828181447E-2
2.596154929E0	-2.075300738E-2	-4.839092493E-3	-1.530742645E-2	2.623778642E-2
2.601220847E0	-1.346800849E-2	-3.716647625E-3	1.806163788E-2	2.283469915E-2
2.606286765E0	2.062436193E-3	-9.641915560E-3	1.296997070E-3	9.944967577E-3
2.611352683E0	-6.330218166E-3	-4.715949297E-3	1.315116882E-2	1.533835328E-2
2.616449119E0	-2.172788233E-2	8.268222213E-3	8.302688599E-3	2.468600832E-2
2.621515037E0	-1.947954297E-4	-7.244914770E-3	2.959918976E-2	3.047357494E-2
2.626580955E0	1.527792215E-2	-1.544977725E-2	1.867008209E-2	2.864755640E-2
2.631646873E0	2.127721906E-3	-2.256107330E-2	1.256561279E-2	2.591184775E-2
2.636712791E0	-1.679160446E-2	-2.479511499E-2	2.551841736E-2	3.934393641E-2
2.641778709E0	4.751022905E-3	9.774461389E-3	-1.149559021E-2	1.581963680E-2
2.646844627E0	2.007860318E-2	4.932180047E-3	1.709175110E-2	2.682544802E-2
2.651941062E0	-1.097340509E-2	-4.136918485E-2	2.882862091E-2	5.160343456E-2
2.657006980E0	-2.875786647E-2	-1.734443009E-2	-3.077507019E-2	4.555160902E-2
2.662072898E0	-1.434422657E-2	-1.363880932E-2	-7.958412170E-3	2.133331385E-2
2.667138816E0	9.515911341E-3	-1.478183270E-2	1.584815979E-2	2.366895256E-2
2.672204734E0	-1.329664141E-3	-4.211996496E-2	-1.160049438E-2	4.370847658E-2
2.677270652E0	-2.512689680E-3	-2.407255769E-2	1.936149597E-2	3.099466356E-2
2.682367088E0	9.989216924E-4	-2.568215132E-3	-2.167701721E-3	3.506066780E-3
2.687433006E0	-1.676736772E-2	6.879210472E-3	6.156921387E-3	1.914094663E-2
2.692498923E0	-8.020177484E-5	-5.050823092E-3	9.660720825E-3	1.090168671E-2
2.697564841E0	6.930820644E-3	-8.537992835E-3	7.219314575E-3	1.315492681E-2
2.702630759E0	3.080699593E-3	-7.332965732E-3	-2.608680725E-2	2.727241480E-2
2.707696677E0	-3.046095371E-3	1.883560419E-2	-2.349472046E-2	3.026649256E-2
2.712793113E0	8.738037199E-3	-1.575538516E-2	-5.490303040E-3	1.883424761E-2
2.717859031E0	2.650275826E-3	-4.950419068E-3	2.861976624E-3	6.302501178E-3
2.722924949E0	2.165186405E-2	-2.490758896E-3	-1.021957397E-2	2.407170100E-2
2.727990867E0	-5.842093378E-3	-3.206422925E-2	6.482124329E-3	3.323044971E-2
2.733056785E0	1.550536230E-2	-2.353590727E-2	1.592922211E-2	3.237430012E-2
2.738122703E0	5.769748241E-3	1.457934082E-2	3.915786743E-3	1.616108162E-2
2.743188621E0	8.514635265E-4	9.645238519E-3	-2.050399780E-3	9.897462073E-3
2.748254539E0	-1.946009696E-2	-1.541821659E-2	-1.746940613E-2	3.035781492E-2
2.753320457E0	-4.277192056E-4	-1.772643626E-2	8.791923523E-3	1.979159936E-2
2.758416892E0	-2.784007415E-2	-1.418809593E-2	-1.147079468E-2	3.328589679E-2
2.763482810E0	-9.815324098E-3	9.610623121E-3	-2.799034119E-2	3.117954239E-2
2.768548728E0	-2.739407122E-3	1.071619987E-2	-1.469898224E-2	1.839568890E-2
2.773614646E0	-2.057624608E-2	3.438159823E-3	6.787300110E-3	2.193787338E-2
2.778680564E0	8.962191641E-4	-6.154894829E-3	5.548477173E-3	8.334958793E-3
2.783746482E0	-2.168745175E-2	-2.753096819E-2	2.804756165E-2	4.488836695E-2
2.788812400E0	-1.682136208E-2	-2.973872423E-2	-3.748130798E-2	5.071684522E-2
2.793908836E0	8.137296885E-3	4.923760891E-3	-6.300926208E-3	1.140879893E-2
2.798974754E0	-2.644635737E-3	1.314385235E-2	1.036548615E-2	1.694692467E-2
2.804071189E0	-1.449971274E-2	-1.196472347E-2	5.541801453E-3	1.959866935E-2
2.809106589E0	5.790751427E-3	-1.657433808E-2	1.023292542E-2	2.032127573E-2
2.814172507E0	-1.213565096E-2	-9.370267391E-3	-1.477622986E-2	2.129349441E-2
2.819238425E0	8.085109293E-3	-4.602357745E-3	-6.347656250E-3	1.126247881E-2
2.824304343E0	1.620836556E-2	-8.299618959E-3	2.457046509E-2	3.058271642E-2
2.829370261E0	5.212873220E-4	-3.488853574E-3	1.605796814E-2	1.644086921E-2
2.834436179E0	1.593514904E-2	-3.365740180E-3	8.798599243E-3	1.851141622E-2
2.839502097E0	1.816083863E-2	-1.023069024E-3	7.544517517E-3	1.969219324E-2
2.844598533E0	1.199527085E-2	1.328197122E-2	-2.019882202E-3	1.801047490E-2
2.849664451E0	1.767363027E-2	3.710448742E-3	-1.981258392E-2	2.680789284E-2
2.854730369E0	2.026114613E-3	1.345902681E-3	-5.392074585E-3	5.915324402E-3
2.859796287E0	-2.887424082E-2	-9.254440665E-3	1.126956940E-2	3.234763746E-2
2.864862205E0	-2.039232850E-2	1.342599094E-2	1.673698425E-3	2.447254708E-2
2.869928123E0	2.322807908E-3	-9.256660938E-3	4.034996033E-3	1.036158295E-2
2.874994041E0	-1.196548715E-2	9.904474020E-3	-9.055137634E-3	1.797962753E-2
2.880090476E0	1.310932636E-2	-1.273421943E-2	1.833248138E-2	2.588618659E-2
2.885156394E0	2.352863550E-3	-7.226318121E-4	-6.755828857E-3	7.190228590E-3
2.890222312E0	3.498584032E-3	2.881363034E-3	2.297496796E-2	2.341776026E-2
2.895288230E0	1.171183214E-2	-4.316255450E-3	4.178714752E-2	4.361149815E-2
2.900354148E0	3.292027861E-3	-4.444614053E-3	9.370803833E-3	1.088136048E-2
2.905420066E0	-2.999454364E-2	-1.877485216E-2	1.048564911E-2	3.690686331E-2
2.910485984E0	-1.900858060E-2	-1.262985170E-2	-1.479148865E-3	2.286978731E-2
2.915582420E0	-8.181158453E-3	-7.902592421E-3	-2.650260925E-3	1.167930664E-2
2.920648338E0	-1.050247997E-2	-9.130522609E-3	-3.230381012E-2	3.517392041E-2
2.925714256E0	5.104545504E-3	-7.562190294E-4	1.430511475E-5	5.160276800E-3
2.930780173E0	2.408791706E-2	2.744734287E-3	-1.066970825E-2	2.648780830E-2
2.935846091E0	3.686647862E-3	-4.399746656E-3	1.791191101E-2	1.880919188E-2
2.940942527E0	-4.614282399E-3	9.813904762E-3	1.538562775E-2	1.882343937E-2
2.946008445E0	-2.843511477E-2	1.199449599E-2	1.168346405E-2	3.299889420E-2
2.951074363E0	3.889705986E-3	9.405136108E-3	1.395988464E-2	1.727613316E-2
2.956140281E0	6.270896643E-3	4.513695836E-3	-1.591682434E-3	7.888665780E-3
2.961206199E0	-1.856277138E-2	-1.942978799E-2	1.385307312E-2	3.023244578E-2
2.966272117E0	-7.790029049E-3	-1.575854421E-2	-3.137207031E-2	3.596141076E-2
2.971338035E0	1.801479608E-3	-1.090121269E-2	3.314018250E-3	1.153535799E-2
2.976403953E0	5.923621356E-4	-1.453085244E-2	1.991271973E-2	2.465791906E-2
2.981500388E0	1.700192690E-3	-3.944009542E-3	-1.232147217E-2	1.304854562E-2
2.986596824E0	-1.267243177E-2	-5.256503820E-3	2.457714081E-2	2.814706396E-2
2.991662742E0	9.914424270E-3	-1.958021522E-2	1.823425293E-3	2.202284079E-2
2.996728660E0	1.101114228E-2	6.536051631E-3	7.736206055E-3	1.496041809E-2
