"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.126192327E1	3.750219941E-3	-5.356073380E-4	3.226661682E-2	3.248823765E-2
1.126698919E1	4.156574234E-2	-9.798422456E-3	1.538753510E-2	4.539268945E-2
1.127208562E1	1.148680970E-2	3.526300192E-3	-3.103923798E-2	3.328386823E-2
1.127715154E1	-1.605278254E-2	9.626775980E-3	-2.009391785E-2	2.746146714E-2
1.128221746E1	-2.314298972E-2	-2.044633031E-3	-1.992034912E-2	3.060390182E-2
1.128728338E1	4.110164940E-3	-6.491795182E-3	5.187988281E-3	9.271034620E-3
1.129234929E1	-2.952220291E-2	1.280276477E-2	5.148887634E-3	3.258806982E-2
1.129741521E1	2.017685026E-2	1.065908372E-2	6.292343140E-3	2.367097240E-2
1.130248113E1	1.145150512E-2	8.481264114E-3	1.692867279E-2	2.212800879E-2
1.130757756E1	1.599583775E-3	-9.587258101E-4	1.916503906E-2	1.925555883E-2
1.131264348E1	1.801418513E-2	-7.893905044E-3	-2.847385406E-2	3.460614061E-2
1.131770940E1	1.033868641E-3	-4.124507308E-3	2.634048462E-3	5.001865272E-3
1.132277532E1	2.461682633E-2	1.869158447E-2	1.420974731E-3	3.094160043E-2
1.132784124E1	-1.801304519E-3	-1.450987160E-2	4.983901978E-3	1.544734122E-2
1.133290715E1	1.004802063E-2	-1.890516281E-2	-1.286220551E-2	2.497607315E-2
1.133800359E1	-1.909401268E-3	3.124468029E-2	6.237983704E-3	3.191846331E-2
1.134306951E1	4.008024931E-3	-1.038356125E-2	2.755546570E-2	2.971845046E-2
1.134813543E1	5.059100688E-3	2.540338039E-2	-2.965831757E-2	3.937692263E-2
1.135320134E1	-1.758833975E-2	9.889751673E-3	1.214313507E-2	2.355021470E-2
1.135826726E1	9.776216000E-3	-6.742000580E-3	2.510261536E-2	2.776995263E-2
1.136333318E1	2.853737772E-2	1.713626087E-2	1.540660858E-2	3.667965310E-2
1.136842962E1	-1.215286925E-2	1.702240109E-2	2.358531952E-2	3.152335114E-2
1.137349553E1	1.039873809E-2	3.798961639E-3	-3.924369812E-3	1.174591596E-2
1.137856145E1	1.616419479E-2	8.443638682E-3	-9.824752808E-3	2.071477722E-2
1.138362737E1	8.858472109E-3	-7.032200694E-3	-1.449298859E-2	1.838399012E-2
1.138869329E1	-5.216511711E-2	2.610057592E-3	3.668212891E-2	6.382468508E-2
1.139375920E1	2.781428769E-2	1.243010163E-2	1.501369476E-2	3.396399648E-2
1.139882512E1	1.163132489E-3	6.512135267E-3	-4.209518433E-2	4.261179797E-2
1.140389104E1	-4.940863699E-3	-1.605947316E-2	-1.388549805E-3	1.685962285E-2
1.140898748E1	1.260625944E-2	9.077206254E-3	1.525402069E-2	2.177150885E-2
1.141405340E1	-8.097179234E-4	-3.976270556E-3	1.155662537E-2	1.224834522E-2
1.141911931E1	-1.056507230E-3	1.276749372E-2	1.503276825E-2	1.975118287E-2
1.142418523E1	-2.488623559E-2	5.666643381E-3	4.340362549E-2	5.035186466E-2
1.142925115E1	6.246071309E-3	-1.478374004E-3	1.491546631E-3	6.589666748E-3
1.143434758E1	-9.283386171E-4	-1.329988241E-2	1.809501648E-2	2.247617196E-2
1.143941350E1	-2.470497042E-2	-4.801407456E-3	3.706932068E-3	2.543875827E-2
1.144447942E1	1.102375984E-2	3.678426147E-3	1.436138153E-2	1.847439795E-2
1.144954534E1	1.799853519E-2	6.905198097E-5	4.737854004E-3	1.861180533E-2
1.145461126E1	2.142542601E-2	-4.653871059E-3	2.324104309E-3	2.204787646E-2
1.145967717E1	-7.287614048E-3	-4.483133554E-3	-4.819869995E-3	9.820333586E-3
1.146474309E1	2.179976553E-3	8.693382144E-3	-1.070976257E-2	1.396517831E-2
1.146980901E1	-1.678592712E-2	-5.552291870E-3	2.262592316E-2	2.871459024E-2
1.147487493E1	-6.160885096E-5	2.544328570E-2	-1.911258698E-2	3.182224951E-2
1.147997136E1	-1.321607456E-2	-1.391556859E-2	-3.556823730E-2	4.041543246E-2
1.148503728E1	-2.625915036E-2	8.842036128E-3	1.101779938E-2	2.981805633E-2
1.149010320E1	4.665493965E-3	-4.261463881E-3	2.431869507E-4	6.323452240E-3
1.149516912E1	1.165660471E-2	-5.392357707E-3	-1.992893219E-2	2.370899182E-2
1.150023504E1	6.709918380E-3	-1.005443931E-2	-2.688980103E-2	2.948179360E-2
1.150530095E1	6.505221128E-3	8.944988251E-3	2.319145203E-2	2.569385459E-2
1.151036687E1	-2.055611461E-3	2.660560608E-2	8.741378784E-3	2.808016233E-2
1.151546331E1	1.815417781E-2	4.979774356E-3	9.862899780E-3	2.125203795E-2
1.152052922E1	4.794299603E-3	2.520483732E-2	-8.028030396E-3	2.688342250E-2
1.152559514E1	4.026206955E-2	2.477660775E-3	-1.151752472E-2	4.195028514E-2
1.153066106E1	2.336961403E-2	3.614485264E-3	-9.045600891E-3	2.531849639E-2
1.153572698E1	3.049254417E-3	8.416086435E-3	-1.371955872E-2	1.638153701E-2
1.154079290E1	-8.779373020E-3	1.312588155E-2	5.386352539E-3	1.668469211E-2
1.154585882E1	1.256504282E-2	-1.777166128E-2	1.787185669E-3	2.183818396E-2
1.155092473E1	5.237534642E-3	-6.911844015E-3	5.769729614E-4	8.691274626E-3
1.155599065E1	1.696754247E-3	5.037739873E-3	2.431488037E-2	2.488917848E-2
1.156105657E1	-1.364107057E-2	6.271719933E-3	1.567840576E-3	1.509540994E-2
1.156612249E1	1.264978945E-2	9.907558560E-3	1.699161530E-2	2.338571958E-2
1.157121892E1	-4.011005163E-3	-7.768869400E-4	-1.639270782E-2	1.689415833E-2
1.157628484E1	-6.294447929E-3	1.226519048E-2	-4.592895508E-2	4.795335115E-2
1.158135076E1	-1.206302270E-2	5.012989044E-3	-2.775096893E-2	3.067185766E-2
1.158644719E1	-7.220447063E-3	6.091594696E-3	-7.335662842E-3	1.196053222E-2
1.159151311E1	-2.970059589E-2	7.250070572E-3	-1.468658447E-4	3.057303532E-2
1.159657903E1	-3.667708859E-2	1.429386437E-2	2.597045898E-2	4.715917860E-2
1.160164495E1	-1.520613581E-2	1.145139337E-3	3.881263733E-2	4.170082405E-2
1.160671086E1	4.905618727E-3	-7.142677903E-3	1.712322235E-2	1.919082297E-2
1.161177678E1	1.297144219E-2	8.328303695E-3	2.725601196E-3	1.565400450E-2
1.161684270E1	1.642629877E-2	-6.120905280E-3	-9.162902832E-3	1.977997879E-2
1.162190862E1	-4.448376596E-3	-5.155831575E-3	-3.995895386E-2	4.053502987E-2
1.162697454E1	1.154701412E-2	-7.769659162E-3	-1.826477051E-2	2.296307863E-2
1.163204046E1	1.048344746E-2	-7.035136223E-4	6.822586060E-3	1.252778044E-2
1.163713689E1	-1.442960650E-2	7.534399629E-3	-1.104545593E-2	1.967187887E-2
1.164220281E1	8.466027677E-3	2.645507455E-3	1.159191132E-2	1.459605228E-2
1.164726873E1	9.993840009E-3	2.521392703E-2	4.829692841E-2	5.539144562E-2
1.165233465E1	6.775137037E-3	-1.544216275E-2	3.603172302E-2	3.978250792E-2
1.165740056E1	2.257226780E-2	-8.312076330E-3	6.057739258E-3	2.480512228E-2
1.166246648E1	7.369231433E-3	2.012445033E-2	-3.198909760E-2	3.850456386E-2
1.166756292E1	6.547570229E-4	1.625932753E-2	-4.003047943E-2	4.321149988E-2
1.167262883E1	1.122754067E-3	-1.470099390E-2	-5.270004272E-3	1.565735429E-2
1.167769475E1	2.832852304E-3	7.299631834E-4	1.851463318E-2	1.874432021E-2
1.168276067E1	-2.986104786E-2	2.958819270E-3	-1.826286316E-3	3.006280281E-2
1.168782659E1	1.596747339E-2	2.892555296E-2	1.481723785E-2	3.621047305E-2
1.169289251E1	-1.556206495E-3	3.455668688E-2	2.180576324E-2	4.089104666E-2
1.169798894E1	-3.600038588E-3	5.080801249E-2	2.875137329E-2	5.848979293E-2
1.170305486E1	1.450462639E-2	3.255191445E-2	4.039096832E-2	5.386503173E-2
1.170812078E1	2.177668363E-2	3.816574812E-3	2.817821503E-2	3.581622531E-2
1.171318670E1	2.645829320E-2	-1.047731936E-2	1.607990265E-2	3.268606384E-2
1.171825261E1	-6.895806640E-3	-1.046478748E-2	-1.865386963E-3	1.267057989E-2
1.172331853E1	-1.028487831E-2	1.457323134E-2	-3.153705597E-2	3.623180499E-2
1.172838445E1	8.951023221E-3	1.212050021E-2	-1.464366913E-2	2.101105394E-2
1.173348088E1	-5.670823157E-4	-2.124783397E-2	-7.394790649E-3	2.250499854E-2
1.173854680E1	7.424354553E-4	-2.234071493E-2	3.184127808E-2	3.890405819E-2
1.174361272E1	-1.087614894E-2	-1.940160990E-3	-1.472473145E-2	1.840849143E-2
1.174867864E1	9.614232928E-3	-1.370662451E-2	-3.003311157E-2	3.438448518E-2
1.175374456E1	3.225655109E-2	3.051131964E-3	-2.147483826E-2	3.887110974E-2
1.175881048E1	1.191272587E-2	1.373742521E-2	-5.860328674E-3	1.910427547E-2
1.176390691E1	1.344755292E-3	3.749784827E-2	1.793384552E-2	4.158749580E-2
1.176897283E1	-3.203641623E-3	2.405197918E-2	-2.139186859E-2	3.234769024E-2
1.177403875E1	5.401596427E-4	3.317683935E-2	-4.602432251E-3	3.349890781E-2
1.177910466E1	-4.834346473E-4	-2.690479159E-3	3.698825836E-2	3.708913107E-2
1.178417058E1	-1.219537854E-2	1.279498637E-2	-4.870414734E-3	1.833466317E-2
1.178923650E1	-2.533473074E-3	-8.752048016E-3	-5.587100983E-2	5.660906791E-2
1.179433294E1	9.476017207E-3	4.253134131E-3	-4.828166962E-2	4.938627009E-2
1.179939885E1	4.861004651E-3	7.647573948E-3	-5.738353729E-2	5.809462200E-2
1.180446477E1	-6.842561066E-3	-2.939410508E-2	2.262401581E-2	3.771843245E-2
1.180953069E1	-1.250302419E-2	-4.588949680E-2	7.348728180E-2	8.753600469E-2
1.181459661E1	-1.398950815E-3	-3.134299815E-2	4.320144653E-2	5.339199920E-2
1.181966253E1	1.436392963E-2	-8.491769433E-3	4.877471924E-2	5.155003258E-2
1.182472844E1	7.434204221E-3	2.226990461E-2	1.869201660E-2	3.001012377E-2
1.182982488E1	3.096096218E-3	3.744333982E-2	-5.150699615E-2	6.375390311E-2
1.183489080E1	1.769067720E-2	2.517870069E-2	-2.853202820E-2	4.196431414E-2
1.183995672E1	1.073320955E-2	2.332821488E-3	-2.947425842E-2	3.145434394E-2
1.184502263E1	-2.044945955E-3	4.665791988E-3	-5.296897888E-2	5.321338312E-2
1.185008855E1	-1.941852644E-2	1.285965741E-2	6.834030151E-3	2.427249319E-2
1.185515447E1	-1.273607090E-2	2.578835189E-2	9.139060974E-3	3.017895013E-2
1.186025090E1	-1.210273430E-2	3.056257963E-3	2.687644958E-2	2.963377182E-2
1.186534734E1	-1.627926901E-2	-7.778450847E-3	1.003837585E-2	2.064674034E-2
1.187041326E1	-6.341479719E-3	-2.441754937E-2	-1.853847504E-2	3.130664688E-2
1.187547918E1	8.231263608E-3	-1.596646011E-2	1.010894775E-2	2.061243250E-2
1.188054509E1	-1.071813703E-2	-1.585614681E-2	-3.865337372E-2	4.313211278E-2
1.188561101E1	-1.884182915E-2	-2.790972590E-3	-1.814746857E-2	2.630845243E-2
1.189067693E1	3.883458674E-3	1.252558827E-2	-4.767227173E-2	4.944306933E-2
1.189574285E1	-4.396226257E-3	-1.489953697E-2	3.764152527E-3	1.598411247E-2
1.190080877E1	7.561217993E-3	-6.620585918E-4	3.577899933E-2	3.657522566E-2
1.190587468E1	-7.826671004E-3	2.943560481E-3	4.260921478E-2	4.342195887E-2
1.191094060E1	-4.079818726E-3	1.590284705E-2	2.801418304E-2	3.247060081E-2
1.191600652E1	2.098654583E-2	2.585902810E-3	1.827621460E-2	2.794891804E-2
1.192107244E1	1.271617413E-2	1.191899180E-3	-5.620002747E-3	1.395371416E-2
1.192613836E1	1.169467345E-2	4.678517580E-3	1.936340332E-2	2.309968186E-2
1.193123479E1	-5.893852562E-3	4.616379738E-3	1.088047028E-2	1.320731212E-2
1.193630071E1	1.703231037E-2	-9.698823094E-3	-1.057529449E-2	2.227113871E-2
1.194136663E1	7.654774934E-3	1.286819577E-2	6.142616272E-3	1.618387396E-2
1.194643254E1	-2.826035023E-3	1.506182551E-2	9.647369385E-3	1.810847309E-2
1.195149846E1	-1.620724797E-4	-3.050953150E-3	4.813194275E-3	5.701001819E-3
1.195656438E1	1.553829014E-2	9.907513857E-3	-2.014923096E-2	2.730547197E-2
1.196163030E1	-1.287109777E-2	1.800665259E-2	2.274894714E-2	3.173986912E-2
1.196672674E1	1.114102453E-2	2.191543579E-3	-2.382278442E-3	1.160174734E-2
1.197179265E1	4.795771837E-2	2.233615518E-2	-8.294105530E-3	5.355033862E-2
1.197685857E1	1.912282780E-2	1.484568417E-2	2.026367188E-2	3.157044946E-2
1.198192449E1	-3.208365291E-2	3.861412406E-3	-1.670932770E-2	3.637956737E-2
1.198702092E1	-1.042709500E-2	-5.733832717E-3	1.667213440E-2	2.048319343E-2
1.199208684E1	-2.803956345E-2	-2.307742834E-3	1.533412933E-2	3.204182139E-2
1.199715276E1	-2.651505917E-2	-1.897785068E-2	-1.409530640E-3	3.263730926E-2
1.200221868E1	2.309337258E-3	-9.355187416E-3	-3.226661682E-2	3.367472541E-2
1.200728460E1	-7.032789290E-3	9.901821613E-5	-5.929660797E-2	5.971229058E-2
1.201235051E1	-6.761223078E-3	-6.010726094E-3	-5.049800873E-2	5.130196732E-2
1.201741643E1	1.124993712E-2	5.777314305E-3	-2.158641815E-2	2.501823124E-2
1.202248235E1	3.032384813E-2	2.939590812E-2	-3.612518311E-3	4.238756266E-2
1.202757879E1	-2.958815545E-3	2.189765871E-2	-2.388954163E-3	2.222541672E-2
1.203264470E1	3.413069621E-2	9.777486324E-3	-1.305198669E-2	3.782668396E-2
1.203771062E1	8.161775768E-4	-1.046083868E-2	-8.190155029E-3	1.331066982E-2
1.204277654E1	9.434692562E-3	-1.860068738E-2	9.676933289E-3	2.299221679E-2
1.204784246E1	2.392582223E-2	-7.837235928E-3	1.289367676E-3	2.520971450E-2
1.205290838E1	1.448849589E-2	1.589511335E-2	1.278877258E-3	2.154545587E-2
1.205800481E1	1.868605614E-4	-4.393711686E-3	8.396148682E-3	9.478129137E-3
1.206307073E1	-6.937004626E-3	-9.115710855E-3	-8.289337158E-3	1.413970750E-2
1.206813665E1	3.808427602E-3	7.449552417E-3	-1.772594452E-2	1.960125152E-2
1.207320256E1	-1.655648649E-2	-3.051239252E-2	1.413345337E-3	3.474364528E-2
1.207826848E1	-1.176299155E-2	5.722492933E-4	2.633762360E-2	2.885075140E-2
1.208333440E1	1.332958788E-2	4.929900169E-4	-7.126808167E-3	1.512323863E-2
1.208840032E1	1.332790405E-2	1.342195272E-2	-4.693984985E-3	1.948885159E-2
1.209349675E1	2.645123750E-3	9.678930044E-3	6.027221680E-3	1.170494629E-2
1.209856267E1	-1.264885440E-2	2.618978918E-2	-2.329826355E-3	2.917750273E-2
1.210362859E1	-2.178138494E-2	-5.022525787E-3	1.430320740E-2	2.653744971E-2
1.210869451E1	2.371817082E-2	3.267839551E-3	2.013111115E-2	3.128085738E-2
1.211376043E1	3.803809732E-2	-1.814767718E-2	2.154350281E-3	4.220042962E-2
1.211882634E1	-7.120396942E-3	9.189546108E-4	-1.686859131E-2	1.833286401E-2
1.212392278E1	-2.104873210E-2	1.384361088E-2	1.651477814E-2	3.012362167E-2
1.212898870E1	1.851405948E-3	-1.711183786E-2	1.400375366E-2	2.218891200E-2
1.213405462E1	-7.504355162E-3	-8.736774325E-3	-1.578712463E-2	1.954174701E-2
1.213912053E1	3.402292728E-3	7.642060518E-4	3.334045410E-3	4.824465307E-3
1.214418645E1	5.910787731E-3	-1.945047081E-2	-2.625465393E-3	2.049759241E-2
1.214928289E1	-3.552662209E-2	6.753563881E-3	-3.800392151E-3	3.636199228E-2
1.215434881E1	-1.018194854E-2	2.438107133E-2	-1.207828522E-2	2.905156948E-2
1.215941472E1	6.446093321E-4	-9.089320898E-3	5.832672119E-3	1.081902674E-2
1.216448064E1	6.524503231E-3	-9.035974741E-3	1.409053802E-2	1.796555715E-2
1.216954656E1	1.620687544E-3	-1.734212041E-2	4.483222961E-3	1.798541233E-2
1.217461248E1	-5.598217249E-3	1.467294991E-2	2.065658569E-3	1.583990028E-2
1.217967840E1	-1.990252361E-2	1.469358802E-3	-9.830474854E-3	2.224652101E-2
1.218474431E1	-1.280903444E-2	-1.394839585E-2	-2.755928040E-2	3.343864599E-2
1.218984075E1	-3.349255770E-3	-1.633411646E-2	-5.463123322E-2	5.711910816E-2
1.219490667E1	7.367439568E-3	-2.700644732E-2	-3.756427765E-2	4.684765008E-2
1.219997258E1	1.447553560E-2	-1.492577791E-2	-4.007339478E-3	2.117495565E-2
1.220503850E1	3.729596734E-3	-1.822471619E-2	-1.109790802E-2	2.166134193E-2
1.221010442E1	-3.354579210E-3	-1.098400354E-2	1.155567169E-2	1.629217861E-2
1.221520086E1	-1.499073580E-2	3.235265613E-3	4.330635071E-3	1.593560490E-2
1.222026677E1	-1.702739298E-2	1.024538279E-2	2.092456818E-2	2.885719206E-2
1.222533269E1	1.086752862E-3	6.529271603E-3	-6.313323975E-4	6.649135285E-3
1.223039861E1	4.795946181E-3	-7.735252380E-3	-1.486301422E-2	1.742826500E-2
1.223549504E1	-1.056823507E-2	-1.126469672E-2	1.137828827E-2	1.918453618E-2
1.224056096E1	-5.672361702E-3	-5.261614919E-3	-1.958465576E-2	2.105751695E-2
1.224562688E1	-9.177923203E-4	3.029823303E-3	-2.417469025E-2	2.438109556E-2
1.225069280E1	7.349643856E-3	-1.116794348E-2	9.272575378E-3	1.627024525E-2
1.225575872E1	1.683980227E-4	-1.815800369E-2	-1.098918915E-2	2.122507324E-2
1.226082464E1	-1.050893590E-2	-2.985627949E-2	8.109092712E-3	3.267403470E-2
1.226589055E1	-2.585093305E-2	7.170259953E-3	1.634883881E-2	3.141604522E-2
1.227095647E1	-4.196893424E-3	9.463474154E-3	-3.602218628E-2	3.748025029E-2
1.227602239E1	1.879066229E-3	-1.557502151E-2	-3.673553467E-3	1.611233006E-2
1.228111882E1	9.049531072E-3	-1.546838880E-2	1.297187805E-2	2.212317077E-2
1.228618474E1	8.930090815E-3	-1.891843975E-2	-1.205921173E-2	2.414701787E-2
1.229125066E1	4.058003426E-3	2.394855022E-2	2.721595764E-2	3.647888156E-2
1.229634710E1	3.555864096E-4	-9.502932429E-3	2.051353455E-3	9.728320382E-3
1.230141301E1	-2.103712410E-3	-1.534172893E-2	-1.522064209E-3	1.555991426E-2
1.230647893E1	-1.168695465E-2	4.949331284E-3	-1.338863373E-2	1.844820593E-2
1.231157537E1	7.251016796E-3	-1.524826884E-2	-1.445770264E-2	2.222863272E-2
1.231664129E1	-4.768405110E-3	-2.339972556E-2	-1.278877258E-3	2.391485669E-2
1.232170720E1	1.055687293E-2	-1.955282688E-2	1.297187805E-2	2.572994803E-2
1.232677312E1	-7.540371269E-3	-2.763175964E-2	-7.306098938E-3	2.955926964E-2
1.233183904E1	-2.821996808E-3	3.599315882E-3	-1.199340820E-2	1.283590983E-2
1.233690496E1	9.020693600E-3	4.896998405E-3	5.919456482E-3	1.184877510E-2
1.234197088E1	-7.765967399E-3	6.169050932E-3	-6.005287170E-3	1.159443457E-2
1.234706731E1	-1.848055422E-2	7.341966033E-3	-1.203536987E-3	1.992194395E-2
1.235213323E1	-2.199457213E-2	1.788924634E-2	2.254581451E-2	3.622292217E-2
1.235719915E1	-3.366747871E-2	-4.844114184E-3	-1.088619232E-2	3.571377533E-2
1.236226506E1	-4.939235747E-3	1.778657734E-2	1.414108276E-2	2.325357188E-2
1.236733098E1	5.738511682E-3	-6.073802710E-3	-3.787040710E-3	9.174054339E-3
1.237239690E1	2.118487284E-2	2.260744572E-3	1.285934448E-2	2.488518723E-2
1.237746282E1	-2.405427769E-2	2.941323817E-2	1.394462585E-2	4.047467659E-2
1.238255925E1	1.142233610E-3	1.128295064E-2	-3.982543945E-3	1.201958107E-2
1.238762517E1	-1.132410020E-3	-2.568599582E-2	-3.950119019E-3	2.601261567E-2
1.239269109E1	-5.766075104E-3	-2.187150717E-2	1.744937897E-2	2.856731129E-2
1.239775701E1	-6.840672344E-3	1.751561463E-2	2.323627472E-2	2.989173827E-2
1.240282293E1	-2.215915546E-2	1.977407932E-2	2.541923523E-2	3.909194167E-2
1.240788884E1	-2.898980305E-2	-2.083700895E-2	-2.091407776E-3	3.576260071E-2
1.241298528E1	-2.987052128E-2	-1.598694921E-2	-3.412342072E-2	4.808574038E-2
1.241805120E1	7.132187486E-3	5.489766598E-3	-1.604557037E-2	1.839744450E-2
1.242311712E1	5.934972316E-3	1.847991347E-2	2.445888519E-2	3.122448019E-2
1.242818303E1	-1.191627607E-2	5.444139242E-4	4.070281982E-3	1.260401592E-2
1.243324895E1	-3.444403410E-5	-1.011431217E-2	-1.020240784E-2	1.436626683E-2
1.243831487E1	4.671990871E-3	-4.982948303E-4	1.955604553E-2	2.011255114E-2
1.244341131E1	2.135764062E-2	1.620171964E-2	2.295207977E-2	3.529082740E-2
1.244847722E1	1.653887704E-2	4.335805774E-3	1.208209991E-2	2.093587361E-2
1.245354314E1	-1.321445405E-2	-3.890097141E-3	-9.380340576E-3	1.666569654E-2
1.245860906E1	-1.299377903E-2	-9.656980634E-3	-2.235698700E-2	2.760308744E-2
1.246367498E1	4.982054234E-3	-3.615841269E-3	1.107406616E-2	1.267004790E-2
1.246874090E1	2.677727491E-3	8.320733905E-3	-8.955001831E-4	8.786737609E-3
1.247380681E1	-1.504396647E-2	-8.230835199E-3	-3.259658813E-3	1.745545619E-2
1.247887273E1	1.724189147E-2	2.499169111E-2	2.052307129E-2	3.664783624E-2
1.248393865E1	7.774144411E-3	3.313425183E-2	3.724098206E-3	3.423718553E-2
1.248900457E1	5.597256124E-3	2.019003034E-3	2.981185913E-2	3.039987819E-2
1.249407048E1	1.041134447E-2	-2.058178186E-2	-2.622699738E-2	3.492651185E-2
1.249913640E1	-9.697545320E-3	6.930738688E-3	-2.264976501E-3	1.213291567E-2
1.250423284E1	-1.182909310E-2	9.158253670E-3	-8.178710938E-3	1.704970282E-2
1.250932927E1	-1.269656047E-2	-1.343494654E-2	-6.928443909E-3	1.974091617E-2
1.251439519E1	-7.693387568E-3	5.644515157E-3	-1.755237579E-2	1.997835478E-2
1.251946111E1	5.488097668E-3	-2.167125046E-2	-1.265430450E-2	2.568839690E-2
1.252452703E1	-1.596868783E-2	-2.151335776E-2	8.815765381E-3	2.820534120E-2
1.252959295E1	6.947703660E-4	1.905173063E-2	2.535724640E-2	3.172445572E-2
1.253465886E1	2.433238924E-2	1.769034564E-2	6.155014038E-3	3.070663923E-2
1.253972478E1	-6.888806820E-3	-1.572363079E-2	2.153587341E-2	2.754055316E-2
1.254479070E1	8.351732045E-3	-6.112962961E-3	1.304721832E-2	1.665381789E-2
1.254988714E1	2.464401722E-2	6.973400712E-3	-1.793193817E-2	3.126516126E-2
1.255495305E1	1.588025317E-2	-6.011009216E-3	-2.015686035E-2	2.635552488E-2
1.256001897E1	2.494842187E-2	-3.199759126E-2	1.206016541E-2	4.232868046E-2
1.256508489E1	5.585286766E-3	1.572972536E-2	-3.670597076E-2	4.032304525E-2
1.257015081E1	-1.477929577E-2	4.892691970E-3	1.578330994E-3	1.564791190E-2
1.257521672E1	5.365595222E-3	-1.287716627E-2	3.005886078E-2	3.313828805E-2
1.258028264E1	1.347940788E-2	-1.383262873E-2	-1.058578491E-3	1.934312908E-2
1.258534856E1	1.250427216E-3	1.242923737E-2	1.324653625E-3	1.256201484E-2
1.259041448E1	-1.444654912E-2	1.235473156E-2	-3.438949585E-3	1.931757095E-2
1.259551091E1	1.271866634E-2	5.220919847E-3	-1.289749146E-2	1.885120058E-2
1.260057683E1	-3.387549892E-2	-1.012425125E-2	5.022048950E-3	3.571093483E-2
1.260564275E1	-1.005101949E-2	-4.027768970E-3	2.298355103E-4	1.083045428E-2
1.261070867E1	1.837802678E-2	-3.059655428E-4	8.537292480E-3	2.026649566E-2
1.261577459E1	2.277452871E-2	-2.864822745E-2	1.084327698E-2	3.817036481E-2
1.262084050E1	-9.627934545E-3	3.771916032E-3	3.094005585E-2	3.262225513E-2
1.262590642E1	5.790755153E-3	3.017336130E-4	-2.558708191E-3	6.338049859E-3
1.263097234E1	2.479147911E-2	-5.603626370E-3	-9.663581848E-3	2.719196350E-2
1.263603826E1	9.171590209E-3	5.155071616E-3	9.407997131E-3	1.411393780E-2
1.264110418E1	1.028126851E-2	-3.166094422E-3	-4.052829742E-2	4.193174845E-2
1.264620061E1	6.474554539E-4	-2.808435261E-2	-5.751609802E-3	2.867457193E-2
1.265126653E1	-1.714457944E-2	-1.235096157E-2	-9.651184082E-4	2.115217032E-2
1.265633245E1	-1.819010079E-2	4.410386086E-3	-9.565353394E-4	1.874156429E-2
1.266139836E1	-3.232141212E-2	1.043753326E-2	5.001068115E-3	3.433112966E-2
1.266646428E1	-9.498927742E-3	2.278387547E-3	3.701400757E-2	3.828129353E-2
1.267153020E1	-3.518238664E-3	1.196607947E-3	-2.978038788E-2	3.001135412E-2
1.267659612E1	-1.896605641E-2	1.266866922E-3	-3.546237946E-2	4.023551421E-2
1.268169256E1	-3.470115364E-3	-8.098125458E-3	-1.617336273E-2	1.841735591E-2
1.268675847E1	-1.023054123E-3	-7.351338863E-4	-2.196502686E-2	2.200112421E-2
1.269182439E1	-1.994712278E-2	-1.725643873E-3	-5.027008057E-2	5.411050318E-2
1.269689031E1	-1.032225043E-2	1.265989244E-2	3.581047058E-3	1.672260830E-2
1.270195623E1	1.221293584E-2	2.683745325E-2	3.442001343E-2	4.532264360E-2
1.270702215E1	-9.250044823E-3	-4.567326605E-2	1.395034790E-2	4.864383587E-2
1.271211858E1	-1.736783981E-2	-5.932733417E-3	2.452182770E-2	3.062938490E-2
1.271718450E1	-4.992000759E-4	1.788730919E-2	6.508827209E-3	1.904126736E-2
1.272225042E1	-1.710610092E-2	2.029818296E-2	-4.224777222E-3	2.687905621E-2
1.272731633E1	8.533932269E-4	2.502426505E-3	2.075099945E-2	2.091875705E-2
1.273241277E1	1.164043695E-2	-2.121537924E-3	-2.334499359E-2	2.617230256E-2
1.273747869E1	1.278248429E-2	7.464200258E-3	-3.740215302E-2	4.022470933E-2
1.274254461E1	-1.569121704E-2	-2.328321338E-2	-4.064178467E-2	4.939713532E-2
1.274761052E1	-8.442759514E-3	-3.951266408E-3	-1.300239563E-2	1.599859327E-2
1.275267644E1	-1.795690879E-2	2.118709683E-2	-2.207756042E-3	2.786068614E-2
1.275774236E1	4.643078893E-3	-8.582070470E-3	-6.924629211E-3	1.196497409E-2
1.276280828E1	9.208168834E-3	-2.653732896E-3	-1.281642914E-2	1.600292246E-2
1.276790471E1	-7.684808224E-3	-9.729370475E-3	-4.387855530E-3	1.315181369E-2
1.277297063E1	-3.145807981E-2	-1.895251870E-2	-2.572822571E-2	4.484139102E-2
1.277803655E1	4.210662097E-3	-7.979676127E-3	1.800537109E-3	9.200371747E-3
1.278310247E1	2.741854638E-3	-6.651774049E-3	-7.717132568E-3	1.055073457E-2
1.278816838E1	4.841219634E-3	-8.890867233E-3	-6.457328796E-3	1.200758189E-2
1.279323430E1	-2.578385174E-3	1.895204186E-3	-1.235103607E-2	1.275883855E-2
1.279833074E1	-6.366610527E-3	1.631812751E-2	1.387214661E-2	2.234393579E-2
1.280339666E1	5.246356130E-3	3.256127238E-3	1.495265961E-2	1.617741161E-2
1.280846257E1	9.753469378E-3	-3.106288612E-2	4.332256317E-2	5.419296577E-2
